52026 silly lifecycle ansi-styles@2.1.0~preinstall: no script for preinstall, continuing
53817 silly linkStuff find-index@0.1.1 has /Users/andrewwerner/Projects/just_ballz/node_modules as its parent node_modules
53818 verbose linkBins find-index@0.1.1
53819 verbose linkMans find-index@0.1.1
53820 silly build pinkie@2.0.1
53821 info linkStuff pinkie@2.0.1
53822 silly linkStuff pinkie@2.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/find-up/node_modules as its parent node_modules
53823 verbose linkBins pinkie@2.0.1
53824 verbose linkMans pinkie@2.0.1
53825 silly build pinkie-promise@2.0.0
53826 info linkStuff pinkie-promise@2.0.0
53827 silly linkStuff pinkie-promise@2.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/find-up/node_modules as its parent node_modules
53828 verbose linkBins pinkie-promise@2.0.0
53829 verbose linkMans pinkie-promise@2.0.0
53830 silly build lodash@2.4.2
53831 info linkStuff lodash@2.4.2
53832 silly linkStuff lodash@2.4.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/findup-sync/node_modules as its parent node_modules
53833 verbose linkBins lodash@2.4.2
53834 verbose linkMans lodash@2.4.2
53835 silly build first-chunk-stream@1.0.0
53836 info linkStuff first-chunk-stream@1.0.0
53837 silly linkStuff first-chunk-stream@1.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules as its parent node_modules
53838 verbose linkBins first-chunk-stream@1.0.0
53839 verbose linkMans first-chunk-stream@1.0.0
53840 silly build for-in@0.1.4
53841 info linkStuff for-in@0.1.4
53842 silly linkStuff for-in@0.1.4 has /Users/andrewwerner/Projects/just_ballz/node_modules as its parent node_modules
53843 verbose linkBins for-in@0.1.4
53844 verbose linkMans for-in@0.1.4
53845 silly build for-own@0.1.3
53846 info linkStuff for-own@0.1.3
53847 silly linkStuff for-own@0.1.3 has /Users/andrewwerner/Projects/just_ballz/node_modules as its parent node_modules
53848 verbose linkBins for-own@0.1.3
53849 verbose linkMans for-own@0.1.3
53850 silly build forever-agent@0.5.2
53851 info linkStuff forever-agent@0.5.2
53852 silly linkStuff forever-agent@0.5.2 has /Users/andrewwerner/Projects/just_ballz/node_modules as its parent node_modules
53853 verbose linkBins forever-agent@0.5.2
53854 verbose linkMans forever-agent@0.5.2
53855 silly build async@0.9.2
53856 info linkStuff async@0.9.2
53857 silly linkStuff async@0.9.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/form-data/node_modules as its parent node_modules
53858 verbose linkBins async@0.9.2
53859 verbose linkMans async@0.9.2
53860 silly build graceful-fs@4.1.2
53861 info linkStuff graceful-fs@4.1.2
53862 silly linkStuff graceful-fs@4.1.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/fs-extra/node_modules as its parent node_modules
53863 verbose linkBins graceful-fs@4.1.2
53864 verbose linkMans graceful-fs@4.1.2
53865 silly build ansi@0.3.0
53866 info linkStuff ansi@0.3.0
53867 silly linkStuff ansi@0.3.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53868 verbose linkBins ansi@0.3.0
53869 verbose linkMans ansi@0.3.0
53870 silly build ansi-regex@2.0.0
53871 info linkStuff ansi-regex@2.0.0
53872 silly linkStuff ansi-regex@2.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53873 verbose linkBins ansi-regex@2.0.0
53874 verbose linkMans ansi-regex@2.0.0
53875 silly build ansi-styles@2.1.0
53876 info linkStuff ansi-styles@2.1.0
53877 silly linkStuff ansi-styles@2.1.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53878 verbose linkBins ansi-styles@2.1.0
53879 verbose linkMans ansi-styles@2.1.0
53880 silly build asn1@0.2.3
53881 info linkStuff asn1@0.2.3
53882 silly linkStuff asn1@0.2.3 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53883 verbose linkBins asn1@0.2.3
53884 verbose linkMans asn1@0.2.3
53885 silly build assert-plus@0.1.5
53886 info linkStuff assert-plus@0.1.5
53887 silly linkStuff assert-plus@0.1.5 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53888 verbose linkBins assert-plus@0.1.5
53889 verbose linkMans assert-plus@0.1.5
53890 silly build async@1.5.0
53891 info linkStuff async@1.5.0
53892 silly linkStuff async@1.5.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53893 verbose linkBins async@1.5.0
53894 verbose linkMans async@1.5.0
53895 silly build aws-sign2@0.6.0
53896 info linkStuff aws-sign2@0.6.0
53897 silly linkStuff aws-sign2@0.6.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53898 verbose linkBins aws-sign2@0.6.0
53899 verbose linkMans aws-sign2@0.6.0
53900 silly build core-util-is@1.0.2
53901 info linkStuff core-util-is@1.0.2
53902 silly linkStuff core-util-is@1.0.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules/bl/node_modules/readable-stream/node_modules as its parent node_modules
53903 verbose linkBins core-util-is@1.0.2
53904 verbose linkMans core-util-is@1.0.2
53905 silly build inherits@2.0.1
53906 info linkStuff inherits@2.0.1
53907 silly linkStuff inherits@2.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules/bl/node_modules/readable-stream/node_modules as its parent node_modules
53908 verbose linkBins inherits@2.0.1
53909 verbose linkMans inherits@2.0.1
53910 silly build isarray@0.0.1
53911 info linkStuff isarray@0.0.1
53912 silly linkStuff isarray@0.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules/bl/node_modules/readable-stream/node_modules as its parent node_modules
53913 verbose linkBins isarray@0.0.1
53914 verbose linkMans isarray@0.0.1
53915 silly build process-nextick-args@1.0.3
53916 info linkStuff process-nextick-args@1.0.3
53917 silly linkStuff process-nextick-args@1.0.3 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules/bl/node_modules/readable-stream/node_modules as its parent node_modules
53918 verbose linkBins process-nextick-args@1.0.3
53919 verbose linkMans process-nextick-args@1.0.3
53920 silly build string_decoder@0.10.31
53921 info linkStuff string_decoder@0.10.31
53922 silly linkStuff string_decoder@0.10.31 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules/bl/node_modules/readable-stream/node_modules as its parent node_modules
53923 verbose linkBins string_decoder@0.10.31
53924 verbose linkMans string_decoder@0.10.31
53925 silly build util-deprecate@1.0.2
53926 info linkStuff util-deprecate@1.0.2
53927 silly linkStuff util-deprecate@1.0.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules/bl/node_modules/readable-stream/node_modules as its parent node_modules
53928 verbose linkBins util-deprecate@1.0.2
53929 verbose linkMans util-deprecate@1.0.2
53930 silly build readable-stream@2.0.4
53931 info linkStuff readable-stream@2.0.4
53932 silly linkStuff readable-stream@2.0.4 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules/bl/node_modules as its parent node_modules
53933 verbose linkBins readable-stream@2.0.4
53934 verbose linkMans readable-stream@2.0.4
53935 silly build bl@1.0.0
53936 info linkStuff bl@1.0.0
53937 silly linkStuff bl@1.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53938 verbose linkBins bl@1.0.0
53939 verbose linkMans bl@1.0.0
53940 silly build caseless@0.11.0
53941 info linkStuff caseless@0.11.0
53942 silly linkStuff caseless@0.11.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53943 verbose linkBins caseless@0.11.0
53944 verbose linkMans caseless@0.11.0
53945 silly build core-util-is@1.0.2
53946 info linkStuff core-util-is@1.0.2
53947 silly linkStuff core-util-is@1.0.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53948 verbose linkBins core-util-is@1.0.2
53949 verbose linkMans core-util-is@1.0.2
53950 silly build dashdash@1.10.1
53951 info linkStuff dashdash@1.10.1
53952 silly linkStuff dashdash@1.10.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53953 verbose linkBins dashdash@1.10.1
53954 verbose linkMans dashdash@1.10.1
53955 silly build debug@0.7.4
53956 info linkStuff debug@0.7.4
53957 silly linkStuff debug@0.7.4 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53958 verbose linkBins debug@0.7.4
53959 verbose linkMans debug@0.7.4
53960 silly build deep-extend@0.4.0
53961 info linkStuff deep-extend@0.4.0
53962 silly linkStuff deep-extend@0.4.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53963 verbose linkBins deep-extend@0.4.0
53964 verbose linkMans deep-extend@0.4.0
53965 silly build delayed-stream@1.0.0
53966 info linkStuff delayed-stream@1.0.0
53967 silly linkStuff delayed-stream@1.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53968 verbose linkBins delayed-stream@1.0.0
53969 verbose linkMans delayed-stream@1.0.0
53970 silly build combined-stream@1.0.5
53971 info linkStuff combined-stream@1.0.5
53972 silly linkStuff combined-stream@1.0.5 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53973 verbose linkBins combined-stream@1.0.5
53974 verbose linkMans combined-stream@1.0.5
53975 silly build delegates@0.1.0
53976 info linkStuff delegates@0.1.0
53977 silly linkStuff delegates@0.1.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53978 verbose linkBins delegates@0.1.0
53979 verbose linkMans delegates@0.1.0
53980 silly build escape-string-regexp@1.0.3
53981 info linkStuff escape-string-regexp@1.0.3
53982 silly linkStuff escape-string-regexp@1.0.3 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53983 verbose linkBins escape-string-regexp@1.0.3
53984 verbose linkMans escape-string-regexp@1.0.3
53985 silly build extend@3.0.0
53986 info linkStuff extend@3.0.0
53987 silly linkStuff extend@3.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53988 verbose linkBins extend@3.0.0
53989 verbose linkMans extend@3.0.0
53990 silly build extsprintf@1.0.2
53991 info linkStuff extsprintf@1.0.2
53992 silly linkStuff extsprintf@1.0.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53993 verbose linkBins extsprintf@1.0.2
53994 verbose linkMans extsprintf@1.0.2
53995 silly build forever-agent@0.6.1
53996 info linkStuff forever-agent@0.6.1
53997 silly linkStuff forever-agent@0.6.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
53998 verbose linkBins forever-agent@0.6.1
53999 verbose linkMans forever-agent@0.6.1
54000 silly build balanced-match@0.2.1
54001 info linkStuff balanced-match@0.2.1
54002 silly linkStuff balanced-match@0.2.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules/fstream-ignore/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
54003 verbose linkBins balanced-match@0.2.1
54004 verbose linkMans balanced-match@0.2.1
54005 silly build concat-map@0.0.1
54006 info linkStuff concat-map@0.0.1
54007 silly linkStuff concat-map@0.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules/fstream-ignore/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
54008 verbose linkBins concat-map@0.0.1
54009 verbose linkMans concat-map@0.0.1
54010 silly build brace-expansion@1.1.1
54011 info linkStuff brace-expansion@1.1.1
54012 silly linkStuff brace-expansion@1.1.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules/fstream-ignore/node_modules/minimatch/node_modules as its parent node_modules
54013 verbose linkBins brace-expansion@1.1.1
54014 verbose linkMans brace-expansion@1.1.1
54015 silly build minimatch@3.0.0
54016 info linkStuff minimatch@3.0.0
54017 silly linkStuff minimatch@3.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules/fstream-ignore/node_modules as its parent node_modules
54018 verbose linkBins minimatch@3.0.0
54019 verbose linkMans minimatch@3.0.0
54020 silly build generate-function@2.0.0
54021 info linkStuff generate-function@2.0.0
54022 silly linkStuff generate-function@2.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
54023 verbose linkBins generate-function@2.0.0
54024 verbose linkMans generate-function@2.0.0
54025 silly build graceful-fs@4.1.2
54026 info linkStuff graceful-fs@4.1.2
54027 silly linkStuff graceful-fs@4.1.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
54028 verbose linkBins graceful-fs@4.1.2
54029 verbose linkMans graceful-fs@4.1.2
54030 silly build graceful-readlink@1.0.1
54031 info linkStuff graceful-readlink@1.0.1
54032 silly linkStuff graceful-readlink@1.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
54033 verbose linkBins graceful-readlink@1.0.1
54034 verbose linkMans graceful-readlink@1.0.1
54035 silly build commander@2.9.0
54036 info linkStuff commander@2.9.0
54037 silly linkStuff commander@2.9.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
54038 verbose linkBins commander@2.9.0
54039 verbose linkMans commander@2.9.0
54040 silly build has-ansi@2.0.0
54041 info linkStuff has-ansi@2.0.0
54042 silly linkStuff has-ansi@2.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
54043 verbose linkBins has-ansi@2.0.0
54044 verbose linkMans has-ansi@2.0.0
54045 silly build has-unicode@1.0.1
54046 info linkStuff has-unicode@1.0.1
54047 silly linkStuff has-unicode@1.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
54048 verbose linkBins has-unicode@1.0.1
54049 verbose linkMans has-unicode@1.0.1
54050 silly build hoek@2.16.3
54051 info linkStuff hoek@2.16.3
54052 silly linkStuff hoek@2.16.3 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
54053 verbose linkBins hoek@2.16.3
54054 verbose linkMans hoek@2.16.3
54055 silly build boom@2.10.1
54056 info linkStuff boom@2.10.1
54057 silly linkStuff boom@2.10.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
54058 verbose linkBins boom@2.10.1
54059 verbose linkMans boom@2.10.1
54060 silly build cryptiles@2.0.5
54061 info linkStuff cryptiles@2.0.5
54062 silly linkStuff cryptiles@2.0.5 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
54063 verbose linkBins cryptiles@2.0.5
54064 verbose linkMans cryptiles@2.0.5
54065 silly build inherits@2.0.1
54066 info linkStuff inherits@2.0.1
54067 silly linkStuff inherits@2.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
54068 verbose linkBins inherits@2.0.1
54069 verbose linkMans inherits@2.0.1
54070 silly build block-stream@0.0.8
54071 info linkStuff block-stream@0.0.8
54072 silly linkStuff block-stream@0.0.8 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
54073 verbose linkBins block-stream@0.0.8
54074 verbose linkMans block-stream@0.0.8
54075 silly build ini@1.3.4
54076 info linkStuff ini@1.3.4
54077 silly linkStuff ini@1.3.4 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
54078 verbose linkBins ini@1.3.4
54079 verbose linkMans ini@1.3.4
54080 silly build is-property@1.0.2
54081 info linkStuff is-property@1.0.2
54082 silly linkStuff is-property@1.0.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/fsevents/node_modules as its parent node_modules
